scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Equus quagga chapmani,2024-06-24 12:54:15 +0200,,"Parque Nacional Kruger, Mpumalanga, ZA",-25.3226533333,31.5100466667,,Chapman's Zebra,https://www.inaturalist.org/observations/250201430,https://static.inaturalist.org/photos/447417494/medium.jpeg,leonardoitauna,250201430,Equus quagga chapmani,Mammalia,418151,3,0,2024-06-24 12:54:15+02:00,2024-06-24,2024-06-24 10:54:15 UTC,Pretoria,4,4,NA,,false,,,1407210,Leonardo Rodrigues Resende,2024-11-02 21:45:09 UTC,2024-11-03 07:21:30 UTC,research,,NA,3,false
Raphicerus sharpei,2024-10-27 15:05:53 +0200,,"Kruger Park, South Africa",-23.1963315195,31.3103934377,,Sharpe's Grysbok,https://www.inaturalist.org/observations/250173554,https://inaturalist-open-data.s3.amazonaws.com/photos/447363370/medium.jpeg,anibotani,250173554,Sharpe's Grysbok,Mammalia,42374,1,0,2024-10-27 15:05:53,2024-10-27,2024-10-27 13:05:53 UTC,Pretoria,5,5,NA,open,false,gps,gps,1684465,Noeleen du Toit,2024-11-02 18:31:14 UTC,2024-11-02 19:34:01 UTC,research,CC-BY-SA,NA,2,false
Raphicerus sharpei,2024-10-29 15:31:43 +0200,,"национальный парк Крюгера, Лимпопо, ZA",-23.465475,31.3560783333,,Sharpe's Grysbok,https://www.inaturalist.org/observations/250168071,,elenapolyakova,250168071,,Mammalia,42374,0,0,2024-10-29 15:31:43+02:00,2024-10-29,2024-10-29 13:31:43 UTC,Pretoria,85,85,NA,open,false,,,4596266,Елена Полякова,2024-11-02 17:47:38 UTC,2024-11-02 17:47:38 UTC,casual,CC-BY-NC,NA,3,false
Equus quagga,2024-11-01 15:47:46 +0200,,"Mopani, Kruger National Park, ZA-NP, ZA",-23.7782737,31.57161541,,Plains Zebra,https://www.inaturalist.org/observations/250161111,https://inaturalist-open-data.s3.amazonaws.com/photos/447338160/medium.jpeg,hendrikmc,250161111,Plains Zebra,Mammalia,43335,1,0,2024-11-01 15:47:46,2024-11-01,2024-11-01 13:47:46 UTC,Pretoria,6,6,NA,,false,,,6532399,,2024-11-02 17:00:10 UTC,2024-11-03 11:35:07 UTC,research,CC-BY-NC,NA,2,false
Giraffa giraffa giraffa,2024-10-29 11:13:38 +0200,,"Крюгер Парк, Южная Африка",-23.0046989722,31.315787,,Southern African Giraffe,https://www.inaturalist.org/observations/250122058,https://static.inaturalist.org/photos/447259383/medium.jpeg,naturalist86487,250122058,Южноафриканский жираф,Mammalia,1510582,2,0,2024-10-29 11:13:38,2024-10-29,2024-10-29 09:13:38 UTC,Pretoria,NA,NA,NA,open,false,,,7309988,Ирина Казакова,2024-11-02 11:03:53 UTC,2024-11-02 14:53:51 UTC,research,,NA,2,false
Giraffa,2024-11-01 17:52:53 +0200,,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-25.3643616285,31.5656852424,,Giraffes,https://www.inaturalist.org/observations/250120733,https://static.inaturalist.org/photos/447256766/medium.jpeg,d_s91822,250120733,Жирафы,Mammalia,42156,2,0,2024-11-01 17:52:53+02:00,2024-11-01,2024-11-01 15:52:53 UTC,Pretoria,9703,29981,NA,obscured,true,,,8740724,D S,2024-11-02 10:47:38 UTC,2024-11-02 11:21:23 UTC,needs_id,,NA,3,false
Epomophorus,2024-10-29 09:46:54 +0200,,"Kruger Park, South Africa",-22.9047950686,31.2515672296,,Epauletted Fruit Bats,https://www.inaturalist.org/observations/250113627,https://inaturalist-open-data.s3.amazonaws.com/photos/447243620/medium.jpeg,anibotani,250113627,Epauletted Fruit Bats,Mammalia,40807,1,0,2024-10-29 09:46:54,2024-10-29,2024-10-29 07:46:54 UTC,Pretoria,82,82,NA,,false,gps,gps,1684465,Noeleen du Toit,2024-11-02 09:07:02 UTC,2024-11-02 17:14:54 UTC,needs_id,CC-BY-SA,NA,2,false
Ceratotherium simum simum,2024-11-02 06:11:37 +0200,,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-24.9465497482,31.4956502185,,Southern White Rhinoceros,https://www.inaturalist.org/observations/250108353,https://inaturalist-open-data.s3.amazonaws.com/photos/447231412/medium.jpeg,eduardoaguilarsierra,250108353,Rinoceronte blanco del sur,Mammalia,147580,2,0,2024-11-02 06:11:37+02:00,2024-11-02,2024-11-02 04:11:37 UTC,Pretoria,3,30025,NA,obscured,true,,,1259199,,2024-11-02 07:41:42 UTC,2024-11-03 10:29:34 UTC,research,CC-BY-NC,NA,3,false
Raphicerus campestris campestris,2024-10-08 09:13:00 +0200,,"Kruger NP, Mopani District Municipality, South Africa",-23.4501316667,31.4477983333,,Southern Steenbuck,https://www.inaturalist.org/observations/250104454,https://inaturalist-open-data.s3.amazonaws.com/photos/447221797/medium.jpg,alandmanson,250104454,Southern Steenbuck,Mammalia,698704,2,0,2024/10/08 9:13 AM,2024-10-08,2024-10-08 07:13:00 UTC,Pretoria,NA,NA,NA,open,false,,,703114,Alan Manson,2024-11-02 06:41:43 UTC,2024-11-02 14:37:49 UTC,research,CC-BY,NA,NA,false
Raphicerus campestris campestris,2024-10-08 09:12:00 +0200,,"Kruger NP, Mopani District Municipality, South Africa",-23.4501083333,31.447835,,Southern Steenbuck,https://www.inaturalist.org/observations/250104452,https://inaturalist-open-data.s3.amazonaws.com/photos/447221705/medium.jpg,alandmanson,250104452,Southern Steenbuck,Mammalia,698704,2,0,2024/10/08 9:12 AM,2024-10-08,2024-10-08 07:12:00 UTC,Pretoria,NA,NA,NA,open,false,,,703114,Alan Manson,2024-11-02 06:41:43 UTC,2024-11-02 14:37:17 UTC,research,CC-BY,NA,NA,false
Syncerus caffer caffer,2024-10-08 09:05:00 +0200,,"Kruger NP, Mopani District Municipality, South Africa",-23.463065,31.4576083333,,Cape Buffalo,https://www.inaturalist.org/observations/250104448,https://inaturalist-open-data.s3.amazonaws.com/photos/447221645/medium.jpg,alandmanson,250104448,Cape Buffalo,Mammalia,516814,2,0,2024/10/08 9:05 AM,2024-10-08,2024-10-08 07:05:00 UTC,Pretoria,NA,NA,NA,open,false,,,703114,Alan Manson,2024-11-02 06:41:42 UTC,2024-11-02 19:12:46 UTC,research,CC-BY,NA,NA,false
Equus quagga,2024-10-08 08:32:00 +0200,,"Kruger NP, Mopani District Municipality, South Africa",-23.5275483333,31.4865783333,,Plains Zebra,https://www.inaturalist.org/observations/250104443,https://inaturalist-open-data.s3.amazonaws.com/photos/447221466/medium.jpg,alandmanson,250104443,Plains Zebra,Mammalia,43335,0,0,2024/10/08 8:32 AM,2024-10-08,2024-10-08 06:32:00 UTC,Pretoria,NA,NA,NA,,false,,,703114,Alan Manson,2024-11-02 06:41:40 UTC,2024-11-02 07:13:17 UTC,research,CC-BY,NA,NA,false
Giraffa giraffa giraffa,2024-10-08 06:51:00 +0200,,"Kruger NP, Mopani District Municipality, South Africa",-23.5557033333,31.4408183333,,Southern African Giraffe,https://www.inaturalist.org/observations/250104435,https://inaturalist-open-data.s3.amazonaws.com/photos/447221044/medium.jpg,alandmanson,250104435,Southern African Giraffe,Mammalia,1510582,2,0,2024/10/08 6:51 AM,2024-10-08,2024-10-08 04:51:00 UTC,Pretoria,NA,NA,NA,open,false,,,703114,Alan Manson,2024-11-02 06:41:38 UTC,2024-11-02 14:54:24 UTC,research,CC-BY,NA,NA,false
Crocuta crocuta,2024-10-11 17:58:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.1375559593,31.3217782298,,Spotted Hyena,https://www.inaturalist.org/observations/250061696,https://inaturalist-open-data.s3.amazonaws.com/photos/447135574/medium.jpeg,thomas_marchal,250061696,Hyène tachetée,Mammalia,41886,3,0,2024/10/11 5:58 PM,2024-10-11,2024-10-11 15:58:00 UTC,Pretoria,3478,3478,NA,open,false,,,4452652,Thomas Marchal,2024-11-01 22:21:30 UTC,2024-11-02 16:42:22 UTC,research,CC-BY-NC,NA,NA,false
Hippopotamus amphibius,2024-11-01 12:53:34 +0200,,"Parque Nacional Kruger, Nkomazi, Mpumalanga, ZA",-25.1160528333,31.9114416667,,Common Hippopotamus,https://www.inaturalist.org/observations/250038124,https://inaturalist-open-data.s3.amazonaws.com/photos/447087695/medium.jpeg,eduardoaguilarsierra,250038124,Hipopótamo,Mammalia,42149,3,0,2024-11-01 12:53:34+02:00,2024-11-01,2024-11-01 10:53:34 UTC,Pretoria,9,9,NA,,false,,,1259199,,2024-11-01 19:01:34 UTC,2024-11-02 14:55:08 UTC,research,CC-BY-NC,NA,3,false
Syncerus caffer caffer,2024-11-01 15:45:42 +0200,,"Parque Nacional Kruger, Nkomazi, Mpumalanga, ZA",-25.0362278333,31.79928,,Cape Buffalo,https://www.inaturalist.org/observations/250037951,https://inaturalist-open-data.s3.amazonaws.com/photos/447087422/medium.jpeg,eduardoaguilarsierra,250037951,Búfalo Sur-africano,Mammalia,516814,3,0,2024-11-01 15:45:42+02:00,2024-11-01,2024-11-01 13:45:42 UTC,Pretoria,14,14,NA,open,false,,,1259199,,2024-11-01 19:00:14 UTC,2024-11-02 19:12:48 UTC,research,CC-BY-NC,NA,3,false
Kobus ellipsiprymnus ellipsiprymnus,2024-10-31 11:41:38 +0200,,"национальный парк Крюгера, Nkomazi, Мпумаланга, ZA",-24.9851533333,31.626255,,Common Waterbuck,https://www.inaturalist.org/observations/250037429,https://inaturalist-open-data.s3.amazonaws.com/photos/447086861/medium.jpeg,romabikanov,250037429,Kobus ellipsiprymnus ellipsiprymnus,Mammalia,147674,2,0,2024-10-31 11:41:38+02:00,2024-10-31,2024-10-31 09:41:38 UTC,Pretoria,3,3,NA,open,false,,,8723664,,2024-11-01 18:56:11 UTC,2024-11-02 07:26:21 UTC,research,CC-BY-NC,NA,3,false
Tragelaphus strepsiceros strepsiceros,2024-10-31 17:28:09 +0200,,"национальный парк Крюгера, Nkomazi, Мпумаланга, ZA",-25.048425,31.8010966667,,Southern Greater Kudu,https://www.inaturalist.org/observations/250037087,https://inaturalist-open-data.s3.amazonaws.com/photos/447085843/medium.jpeg,romabikanov,250037087,Zuidelijke grote koedoe,Mammalia,524159,2,0,2024-10-31 17:28:09+02:00,2024-10-31,2024-10-31 15:28:09 UTC,Pretoria,16,16,NA,open,false,,,8723664,,2024-11-01 18:53:28 UTC,2024-11-02 07:25:46 UTC,research,CC-BY-NC,NA,3,false
Ceratotherium simum simum,2024-11-01 17:18:26 +0200,,"Ehlanzeni, ZA-MP, ZA",-25.3892483059,31.5402660021,,Southern White Rhinoceros,https://www.inaturalist.org/observations/250036899,https://inaturalist-open-data.s3.amazonaws.com/photos/447085535/medium.jpeg,romabikanov,250036899,Южный Белый Носорог,Mammalia,147580,2,0,2024-11-01 17:18:26+02:00,2024-11-01,2024-11-01 15:18:26 UTC,Pretoria,4,29981,NA,obscured,true,,,8723664,,2024-11-01 18:51:48 UTC,2024-11-02 13:47:59 UTC,research,CC-BY-NC,NA,3,false
Tragelaphus angasii,2024-11-01 15:11:07 +0200,,"Parque Nacional Kruger, Nkomazi, Mpumalanga, ZA",-25.0783528333,31.8621883333,,Nyala,https://www.inaturalist.org/observations/250032079,https://inaturalist-open-data.s3.amazonaws.com/photos/447076089/medium.jpeg,eduardoaguilarsierra,250032079,Niala,Mammalia,42342,1,0,2024-11-01 15:11:07+02:00,2024-11-01,2024-11-01 13:11:07 UTC,Pretoria,4,4,NA,open,false,,,1259199,,2024-11-01 18:12:09 UTC,2024-11-02 07:26:49 UTC,research,CC-BY-NC,NA,3,false
Giraffa giraffa giraffa,2024-11-01 15:14:52 +0200,,"Parque Nacional Kruger, Nkomazi, Mpumalanga, ZA",-25.07665,31.8594466667,,Southern African Giraffe,https://www.inaturalist.org/observations/250031738,https://inaturalist-open-data.s3.amazonaws.com/photos/447075388/medium.jpeg,eduardoaguilarsierra,250031738,Jirafa sudafricana,Mammalia,1510582,2,0,2024-11-01 15:14:52+02:00,2024-11-01,2024-11-01 13:14:52 UTC,Pretoria,9,9,NA,open,false,,,1259199,,2024-11-01 18:09:26 UTC,2024-11-02 07:27:15 UTC,research,CC-BY-NC,NA,3,false
Loxodonta africana,2024-11-01 15:36:55 +0200,,South Africa,-25.0241429373,31.9626919989,,Savanna Elephant,https://www.inaturalist.org/observations/250031035,https://inaturalist-open-data.s3.amazonaws.com/photos/447074122/medium.jpeg,eduardoaguilarsierra,250031035,Elefante Africano de Sabana,Mammalia,43694,3,0,2024-11-01 15:36:55+02:00,2024-11-01,2024-11-01 13:36:55 UTC,Pretoria,10,30003,NA,obscured,true,,,1259199,,2024-11-01 18:03:49 UTC,2024-11-02 07:28:04 UTC,research,CC-BY-NC,NA,3,false
Sylvicapra grimmia caffra,2024-10-31 08:45:00 +0200,,"Pafuri Picnic site Kruger Park, South Africa",-22.422802,31.2474349,,Grey Common Duiker,https://www.inaturalist.org/observations/250019307,https://inaturalist-open-data.s3.amazonaws.com/photos/447043713/medium.jpeg,pieterkotze,250019307,Grey Common Duiker,Mammalia,597475,2,0,2024/10/31 8:45 AM,2024-10-31,2024-10-31 06:45:00 UTC,Pretoria,199,199,NA,open,false,,,5945747,Pieter Kotze,2024-11-01 16:24:36 UTC,2024-11-02 07:28:45 UTC,research,CC-BY-NC,NA,NA,false
Crocuta crocuta,2024-10-29 10:11:00 +0200,,"KNP, Mopani District Municipality, South Africa",-23.7879884507,31.5776188943,,Spotted Hyena,https://www.inaturalist.org/observations/250019281,https://inaturalist-open-data.s3.amazonaws.com/photos/447042210/medium.jpeg,pieterkotze,250019281,Spotted Hyena,Mammalia,41886,2,0,2024/10/29 10:11 AM,2024-10-29,2024-10-29 08:11:00 UTC,Pretoria,122,122,NA,open,false,,,5945747,Pieter Kotze,2024-11-01 16:24:29 UTC,2024-11-02 07:28:59 UTC,research,CC-BY-NC,NA,NA,false
Herpestes sanguineus,2024-10-29 06:22:00 +0200,,"Kruger National Park, Satara area",-24.3830508672,31.7701560198,,Common Slender Mongoose,https://www.inaturalist.org/observations/250019270,https://inaturalist-open-data.s3.amazonaws.com/photos/447041261/medium.jpeg,pieterkotze,250019270,Common Slender Mongoose,Mammalia,74414,1,0,2024/10/29 6:22 AM,2024-10-29,2024-10-29 04:22:00 UTC,Pretoria,61,61,NA,open,false,,,5945747,Pieter Kotze,2024-11-01 16:24:25 UTC,2024-11-02 07:28:51 UTC,research,CC-BY-NC,NA,NA,false
Papio ursinus,2024-10-28 15:26:00 +0200,Food source: Kigelia africana fruit,"Kruger National Park, Tshokwane Picnic Rd, 1350, South Africa",-24.786437,31.8590364,,Chacma Baboon,https://www.inaturalist.org/observations/250019265,https://inaturalist-open-data.s3.amazonaws.com/photos/447041084/medium.jpeg,pieterkotze,250019265,Chacma Baboon,Mammalia,57556,1,0,2024/10/28 3:26 PM,2024-10-28,2024-10-28 13:26:00 UTC,Pretoria,210,210,NA,open,false,,,5945747,Pieter Kotze,2024-11-01 16:24:24 UTC,2024-11-02 07:29:11 UTC,research,CC-BY-NC,NA,NA,false
Loxodonta africana,2024-11-01 12:09:13 +0200,,"Mopani, Kruger National Park, ZA-NP, ZA",-23.8424254238,31.2790093548,,Savanna Elephant,https://www.inaturalist.org/observations/249992195,https://inaturalist-open-data.s3.amazonaws.com/photos/446999766/medium.jpeg,hendrikmc,249992195,Savanna Elephant,Mammalia,43694,3,0,2024-11-01 12:09:13,2024-11-01,2024-11-01 10:09:13 UTC,Pretoria,4,30133,NA,obscured,true,,,6532399,,2024-11-01 11:38:37 UTC,2024-11-01 20:10:19 UTC,research,CC-BY-NC,NA,2,false
Helogale parvula,2024-10-08 07:29:00 +0200,,"Ehlanzeni District Municipality, South Africa",-24.468599937,31.4462685941,,Common Dwarf Mongoose,https://www.inaturalist.org/observations/249991321,https://inaturalist-open-data.s3.amazonaws.com/photos/446997766/medium.jpg,maritzasouthafrica,249991321,Common Dwarf Mongoose,Mammalia,41906,0,0,2024/10/08 7:29 AM,2024-10-08,2024-10-08 05:29:00 UTC,Pretoria,3403,3403,NA,open,false,,,739061,,2024-11-01 11:25:55 UTC,2024-11-01 13:29:22 UTC,research,CC-BY-NC,NA,NA,false
Geosciurus inauris,2024-10-09 08:27:00 +0200,,"Olifants Rest Camp, South Africa",-24.0060558,31.7402706,,South African Ground Squirrel,https://www.inaturalist.org/observations/249990566,https://inaturalist-open-data.s3.amazonaws.com/photos/446996286/medium.jpg,maritzasouthafrica,249990566,Cape Ground Squirrel,Mammalia,871614,0,0,2024/10/09 8:27 AM,2024-10-09,2024-10-09 06:27:00 UTC,Pretoria,54,54,NA,open,false,,,739061,,2024-11-01 11:15:23 UTC,2024-11-01 13:32:45 UTC,research,CC-BY-NC,NA,NA,false
Aepyceros melampus melampus,2024-11-01 11:46:53 +0200,,"Kruger Park, South Africa",-23.93465267,31.19108543,,Common Impala,https://www.inaturalist.org/observations/249984107,https://inaturalist-open-data.s3.amazonaws.com/photos/446984700/medium.jpeg,hendrikmc,249984107,Common Impala,Mammalia,147920,3,0,2024-11-01 11:46:53,2024-11-01,2024-11-01 09:46:53 UTC,Pretoria,5,5,NA,open,false,,,6532399,,2024-11-01 09:47:18 UTC,2024-11-01 20:33:26 UTC,research,CC-BY-NC,NA,2,false
Equus quagga,2024-08-22 07:17:00 +0200,,"Ehlanzeni District Municipality, South Africa",-24.4710998393,31.4294458781,,Plains Zebra,https://www.inaturalist.org/observations/249983968,https://inaturalist-open-data.s3.amazonaws.com/photos/446984037/medium.jpg,maritzasouthafrica,249983968,Plains Zebra,Mammalia,43335,0,0,2024/08/22 7:17 AM,2024-08-22,2024-08-22 05:17:00 UTC,Pretoria,3699,3699,NA,,false,,,739061,,2024-11-01 09:44:34 UTC,2024-11-01 11:27:10 UTC,research,CC-BY-NC,NA,NA,false
Giraffa giraffa giraffa,2024-10-30 15:01:00 +0200,,"Mopani District Municipality, South Africa",-22.4309151712,31.265821885,,Southern African Giraffe,https://www.inaturalist.org/observations/249967805,https://inaturalist-open-data.s3.amazonaws.com/photos/446949193/medium.jpeg,ryanleys,249967805,Southern African Giraffe,Mammalia,1510582,2,0,2024/10/30 3:01 PM,2024-10-30,2024-10-30 13:01:00 UTC,Pretoria,683,683,NA,open,false,,,2704499,Ryan Leys,2024-11-01 04:51:08 UTC,2024-11-01 17:25:07 UTC,research,CC-BY-NC,NA,NA,false
Tragelaphus sylvaticus,2024-10-31 18:08:31 +0200,,"Sabiepark, Bushbuckridge, Mpumalanga, ZA",-24.9770616667,31.483105,,Southern Bushbuck,https://www.inaturalist.org/observations/249932856,https://inaturalist-open-data.s3.amazonaws.com/photos/446876928/medium.jpeg,eduardoaguilarsierra,249932856,Tragelaphus sylvaticus,Mammalia,1431867,3,1,2024-10-31 18:08:31+02:00,2024-10-31,2024-10-31 16:08:31 UTC,Pretoria,4,4,NA,open,false,,,1259199,,2024-10-31 21:24:41 UTC,2024-11-01 03:04:05 UTC,research,CC-BY-NC,NA,3,false
Loxodonta africana,2024-10-29 09:54:59 +0200,,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-25.317838344,31.43997118,,Savanna Elephant,https://www.inaturalist.org/observations/249891907,https://static.inaturalist.org/photos/446798125/medium.jpeg,philiphp,249891907,Savanna Elephant,Mammalia,43694,6,0,2024-10-29 09:54:59+02:00,2024-10-29,2024-10-29 07:54:59 UTC,Pretoria,4,29981,NA,obscured,true,,,1167821,Philip Hahn-Petersen,2024-10-31 15:15:33 UTC,2024-11-01 20:10:22 UTC,research,CC-BY-NC,NA,3,false
Equus quagga chapmani,2024-10-29 14:14:29 +0200,,"Kruger nationalpark, Nkomazi, Mpumalanga, ZA",-25.1665138333,31.9387116667,,Chapman's Zebra,https://www.inaturalist.org/observations/249891830,https://static.inaturalist.org/photos/446798032/medium.jpeg,philiphp,249891830,Chapman's Zebra,Mammalia,418151,2,0,2024-10-29 14:14:29+02:00,2024-10-29,2024-10-29 12:14:29 UTC,Pretoria,3,3,NA,,false,,,1167821,Philip Hahn-Petersen,2024-10-31 15:15:03 UTC,2024-11-01 08:40:53 UTC,research,CC-BY-NC,NA,3,false
Connochaetes taurinus taurinus,2024-10-29 15:36:28 +0200,,"Kruger nationalpark, Nkomazi, Mpumalanga, ZA",-25.2602916667,31.79423,,Blue Wildebeest,https://www.inaturalist.org/observations/249891516,https://static.inaturalist.org/photos/446798010/medium.jpeg,philiphp,249891516,Blue Wildebeest,Mammalia,528081,3,0,2024-10-29 15:36:28+02:00,2024-10-29,2024-10-29 13:36:28 UTC,Pretoria,11,11,NA,open,false,,,1167821,Philip Hahn-Petersen,2024-10-31 15:13:06 UTC,2024-11-03 08:50:15 UTC,research,CC-BY-NC,NA,3,false
Herpestes sanguineus,2024-10-30 17:11:00 +0200,,"Mopani District Municipality, South Africa",-22.6497981155,31.1082849067,,Common Slender Mongoose,https://www.inaturalist.org/observations/249858685,https://inaturalist-open-data.s3.amazonaws.com/photos/446733691/medium.jpeg,ryanleys,249858685,Common Slender Mongoose,Mammalia,74414,1,0,2024/10/30 5:11 PM,2024-10-30,2024-10-30 15:11:00 UTC,Pretoria,1603,1603,NA,open,false,,,2704499,Ryan Leys,2024-10-31 08:42:05 UTC,2024-10-31 11:28:56 UTC,research,CC-BY-NC,NA,NA,false
Aepyceros melampus melampus,2024-10-30 16:44:00 +0200,,"Mopani District Municipality, South Africa",-22.6261453441,31.1750164816,,Common Impala,https://www.inaturalist.org/observations/249858683,https://inaturalist-open-data.s3.amazonaws.com/photos/446733589/medium.jpeg,ryanleys,249858683,Common Impala,Mammalia,147920,2,0,2024/10/30 4:44 PM,2024-10-30,2024-10-30 14:44:00 UTC,Pretoria,31,31,NA,open,false,,,2704499,Ryan Leys,2024-10-31 08:42:04 UTC,2024-11-01 20:33:30 UTC,research,CC-BY-NC,NA,NA,false
Damaliscus lunatus lunatus,2024-10-30 16:47:00 +0200,,"Vhembe, Kruger National Park, ZA-NP, ZA",-22.6685296461,31.054256135,,Common Tsessebe,https://www.inaturalist.org/observations/249858680,https://inaturalist-open-data.s3.amazonaws.com/photos/446733542/medium.jpeg,ryanleys,249858680,Common Tsessebe,Mammalia,132770,2,0,2024/10/30 4:47 PM,2024-10-30,2024-10-30 14:47:00 UTC,Pretoria,15,30258,NA,obscured,true,,,2704499,Ryan Leys,2024-10-31 08:42:04 UTC,2024-10-31 16:51:09 UTC,research,CC-BY-NC,NA,NA,false
Loxodonta africana,2024-10-30 15:52:00 +0200,Young individual with strange skin pigmentation.,"Vhembe, ZA-NP, ZA",-22.421869606,31.3315776629,,Savanna Elephant,https://www.inaturalist.org/observations/249858678,https://inaturalist-open-data.s3.amazonaws.com/photos/446733250/medium.jpeg,ryanleys,249858678,Savanna Elephant,Mammalia,43694,4,0,2024/10/30 3:52 PM,2024-10-30,2024-10-30 13:52:00 UTC,Pretoria,8,30278,NA,obscured,true,,,2704499,Ryan Leys,2024-10-31 08:42:03 UTC,2024-11-01 20:10:23 UTC,research,CC-BY-NC,NA,NA,false
Hippopotamus amphibius,2024-10-30 13:42:00 +0200,,"Mopani District Municipality, South Africa",-22.425965846,31.3074926086,,Common Hippopotamus,https://www.inaturalist.org/observations/249858676,https://inaturalist-open-data.s3.amazonaws.com/photos/446733115/medium.jpeg,ryanleys,249858676,Common Hippopotamus,Mammalia,42149,2,0,2024/10/30 1:42 PM,2024-10-30,2024-10-30 11:42:00 UTC,Pretoria,31,31,NA,,false,,,2704499,Ryan Leys,2024-10-31 08:42:03 UTC,2024-11-01 20:34:18 UTC,research,CC-BY-NC,NA,NA,false
Hippopotamus amphibius,2024-10-30 11:42:00 +0200,,"Mopani District Municipality, South Africa",-22.6283681257,31.1719532254,,Common Hippopotamus,https://www.inaturalist.org/observations/249858675,https://inaturalist-open-data.s3.amazonaws.com/photos/446732504/medium.jpeg,ryanleys,249858675,Common Hippopotamus,Mammalia,42149,2,0,2024/10/30 11:42 AM,2024-10-30,2024-10-30 09:42:00 UTC,Pretoria,4,4,NA,,false,,,2704499,Ryan Leys,2024-10-31 08:42:03 UTC,2024-11-01 20:34:19 UTC,research,CC-BY-NC,NA,NA,false
Loxodonta africana,2024-10-30 10:42:00 +0200,,"Vhembe, ZA-NP, ZA",-22.6408460707,31.1108399726,,Savanna Elephant,https://www.inaturalist.org/observations/249858672,https://inaturalist-open-data.s3.amazonaws.com/photos/446732239/medium.jpeg,ryanleys,249858672,Savanna Elephant,Mammalia,43694,4,0,2024/10/30 10:42 AM,2024-10-30,2024-10-30 08:42:00 UTC,Pretoria,941,30258,NA,obscured,true,,,2704499,Ryan Leys,2024-10-31 08:42:02 UTC,2024-11-01 20:10:40 UTC,research,CC-BY-NC,NA,NA,false
Sylvicapra grimmia caffra,2024-10-30 09:28:00 +0200,,"Mopani District Municipality, South Africa",-22.7079528094,31.000349385,,Grey Common Duiker,https://www.inaturalist.org/observations/249858670,https://inaturalist-open-data.s3.amazonaws.com/photos/446732048/medium.jpeg,ryanleys,249858670,Grey Common Duiker,Mammalia,597475,1,0,2024/10/30 9:28 AM,2024-10-30,2024-10-30 07:28:00 UTC,Pretoria,2588,2588,NA,open,false,,,2704499,Ryan Leys,2024-10-31 08:42:02 UTC,2024-10-31 16:50:45 UTC,research,CC-BY-NC,NA,NA,false
Paraxerus cepapi,2024-10-30 06:21:00 +0200,,"Mopani District Municipality, South Africa",-22.6995528635,31.019119173,,Smith's Bush Squirrel,https://www.inaturalist.org/observations/249858666,https://inaturalist-open-data.s3.amazonaws.com/photos/446731048/medium.jpeg,ryanleys,249858666,Smith's Bush Squirrel,Mammalia,46110,1,0,2024/10/30 6:21 AM,2024-10-30,2024-10-30 04:21:00 UTC,Pretoria,2321,2321,NA,open,false,,,2704499,Ryan Leys,2024-10-31 08:42:01 UTC,2024-10-31 11:29:35 UTC,research,CC-BY-NC,NA,NA,false
Paraxerus cepapi,2024-10-07 16:13:00 +0200,,"Mopani District Municipality, South Africa",-23.522425,31.39611,,Smith's Bush Squirrel,https://www.inaturalist.org/observations/249857383,https://inaturalist-open-data.s3.amazonaws.com/photos/446731980/medium.jpg,alandmanson,249857383,Smith's Bush Squirrel,Mammalia,46110,2,0,2024/10/07 4:13 PM,2024-10-07,2024-10-07 14:13:00 UTC,Pretoria,50,50,NA,open,false,,,703114,Alan Manson,2024-10-31 08:16:23 UTC,2024-10-31 11:45:56 UTC,research,CC-BY,NA,NA,false
Giraffa giraffa giraffa,2024-10-07 11:58:00 +0200,,"Mopani District Municipality, South Africa",-23.5904383333,31.4525916667,,Southern African Giraffe,https://www.inaturalist.org/observations/249857375,https://inaturalist-open-data.s3.amazonaws.com/photos/446731137/medium.jpg,alandmanson,249857375,Southern African Giraffe,Mammalia,1510582,2,0,2024/10/07 11:58 AM,2024-10-07,2024-10-07 09:58:00 UTC,Pretoria,50,50,NA,open,false,,,703114,Alan Manson,2024-10-31 08:16:21 UTC,2024-10-31 11:39:43 UTC,research,CC-BY,NA,NA,false
Loxodonta africana,2024-10-07 11:13:00 +0200,,"Mopani, Kruger National Park, ZA-NP, ZA",-23.7136104657,31.5946066972,,Savanna Elephant,https://www.inaturalist.org/observations/249856618,https://inaturalist-open-data.s3.amazonaws.com/photos/446730140/medium.jpg,alandmanson,249856618,Savanna Elephant,Mammalia,43694,5,0,2024/10/07 11:13 AM,2024-10-07,2024-10-07 09:13:00 UTC,Pretoria,160,30154,NA,obscured,true,,,703114,Alan Manson,2024-10-31 08:01:12 UTC,2024-11-01 20:10:34 UTC,research,CC-BY,NA,NA,false
