scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Panthera pardus,2024-10-17 00:00:00 +0200,NA,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-24.8830541455,31.6430060957,NA,Leopard,https://www.inaturalist.org/observations/248156598,https://inaturalist-open-data.s3.amazonaws.com/photos/443334124/medium.jpeg,kyle_campbell1,248156598,Leopard,Mammalia,41963,0,0,2024/10/17,2024-10-17,,Pretoria,2000,30025,NA,obscured,true,NA,NA,5171908,Kyle Campbell,2024-10-19 22:12:49 UTC,2024-10-21 07:10:16 UTC,research,CC-BY-ND,NA,NA,false
Giraffa giraffa giraffa,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-24.9789391575,31.6612428164,NA,Southern African Giraffe,https://www.inaturalist.org/observations/248155820,https://inaturalist-open-data.s3.amazonaws.com/photos/443334617/medium.jpeg,kyle_campbell1,248155820,Southern African Giraffe,Mammalia,1510582,3,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 22:07:31 UTC,2024-10-25 19:23:38 UTC,research,CC-BY-ND,NA,NA,false
Loxodonta africana,2024-10-17 00:00:00 +0200,NA,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-24.8214325375,31.6611890684,NA,Savanna Elephant,https://www.inaturalist.org/observations/248155819,https://inaturalist-open-data.s3.amazonaws.com/photos/443334429/medium.jpeg,kyle_campbell1,248155819,Savanna Elephant,Mammalia,43694,5,0,2024/10/17,2024-10-17,,Pretoria,2000,30025,NA,obscured,true,NA,NA,5171908,Kyle Campbell,2024-10-19 22:07:30 UTC,2024-10-22 16:02:24 UTC,research,CC-BY-ND,NA,NA,false
Tragelaphus strepsiceros strepsiceros,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-24.9789391575,31.6612428164,NA,Southern Greater Kudu,https://www.inaturalist.org/observations/248155813,https://inaturalist-open-data.s3.amazonaws.com/photos/443333309/medium.jpeg,kyle_campbell1,248155813,Kudu,Mammalia,524159,4,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 22:07:28 UTC,2024-10-24 20:04:51 UTC,research,CC-BY-ND,NA,NA,false
Chlorocebus pygerythrus pygerythrus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-24.9789391575,31.6612428164,NA,Southern Vervet Monkey,https://www.inaturalist.org/observations/248155812,https://inaturalist-open-data.s3.amazonaws.com/photos/443333104/medium.jpeg,kyle_campbell1,248155812,Southern Vervet,Mammalia,566746,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 22:07:28 UTC,2024-10-20 12:23:11 UTC,research,CC-BY-ND,NA,NA,false
Tragelaphus strepsiceros strepsiceros,2024-10-17 13:45:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Southern Greater Kudu,https://www.inaturalist.org/observations/248151291,https://inaturalist-open-data.s3.amazonaws.com/photos/443328850/medium.jpeg,kyle_campbell1,248151291,Kudu,Mammalia,524159,4,0,2024/10/17 1:45 PM,2024-10-17,2024-10-17 11:45:00 UTC,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:55 UTC,2024-10-24 20:05:35 UTC,research,CC-BY-ND,NA,NA,false
Aepyceros melampus melampus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Common Impala,https://www.inaturalist.org/observations/248151290,https://inaturalist-open-data.s3.amazonaws.com/photos/443328410/medium.jpeg,kyle_campbell1,248151290,Common Impala,Mammalia,147920,3,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:55 UTC,2024-10-30 20:29:07 UTC,research,CC-BY-ND,NA,NA,false
Aepyceros melampus melampus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Common Impala,https://www.inaturalist.org/observations/248151274,https://inaturalist-open-data.s3.amazonaws.com/photos/443328501/medium.jpeg,kyle_campbell1,248151274,Common Impala,Mammalia,147920,3,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:53 UTC,2024-10-30 20:30:22 UTC,research,CC-BY-ND,NA,NA,false
Aepyceros melampus melampus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Common Impala,https://www.inaturalist.org/observations/248151273,https://inaturalist-open-data.s3.amazonaws.com/photos/443328203/medium.jpeg,kyle_campbell1,248151273,Common Impala,Mammalia,147920,3,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:53 UTC,2024-10-30 20:30:23 UTC,research,CC-BY-ND,NA,NA,false
Aepyceros melampus melampus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Common Impala,https://www.inaturalist.org/observations/248151261,https://inaturalist-open-data.s3.amazonaws.com/photos/443327692/medium.jpeg,kyle_campbell1,248151261,Common Impala,Mammalia,147920,3,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:51 UTC,2024-10-30 20:30:25 UTC,research,CC-BY-ND,NA,NA,false
Aepyceros melampus melampus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Common Impala,https://www.inaturalist.org/observations/248151239,https://inaturalist-open-data.s3.amazonaws.com/photos/443326933/medium.jpeg,kyle_campbell1,248151239,Common Impala,Mammalia,147920,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:48 UTC,2024-10-30 20:30:25 UTC,research,CC-BY-ND,NA,NA,false
Raphicerus campestris campestris,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Southern Steenbuck,https://www.inaturalist.org/observations/248151237,https://inaturalist-open-data.s3.amazonaws.com/photos/443326823/medium.jpeg,kyle_campbell1,248151237,Southern Steenbuck,Mammalia,698704,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:48 UTC,2024-10-20 08:52:34 UTC,research,CC-BY-ND,NA,NA,false
Phacochoerus africanus sundevallii,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Southern Warthog,https://www.inaturalist.org/observations/248151229,https://inaturalist-open-data.s3.amazonaws.com/photos/443326214/medium.jpeg,kyle_campbell1,248151229,Southern Warthog,Mammalia,531646,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:46 UTC,2024-10-20 08:52:45 UTC,research,CC-BY-ND,NA,NA,false
Aepyceros melampus melampus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Common Impala,https://www.inaturalist.org/observations/248151220,https://inaturalist-open-data.s3.amazonaws.com/photos/443325718/medium.jpeg,kyle_campbell1,248151220,Common Impala,Mammalia,147920,1,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:44 UTC,2024-10-30 20:30:26 UTC,research,CC-BY-ND,NA,NA,false
Giraffa giraffa giraffa,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Southern African Giraffe,https://www.inaturalist.org/observations/248151215,https://inaturalist-open-data.s3.amazonaws.com/photos/443325607/medium.jpeg,kyle_campbell1,248151215,Southern African Giraffe,Mammalia,1510582,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:44 UTC,2024-10-25 19:23:39 UTC,research,CC-BY-ND,NA,NA,false
Aepyceros melampus melampus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Common Impala,https://www.inaturalist.org/observations/248151212,https://inaturalist-open-data.s3.amazonaws.com/photos/443328769/medium.jpeg,kyle_campbell1,248151212,Common Impala,Mammalia,147920,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:43 UTC,2024-10-30 20:30:28 UTC,research,CC-BY-ND,NA,NA,false
Aepyceros melampus melampus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Common Impala,https://www.inaturalist.org/observations/248151211,https://inaturalist-open-data.s3.amazonaws.com/photos/443325216/medium.jpeg,kyle_campbell1,248151211,Common Impala,Mammalia,147920,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:43 UTC,2024-10-30 20:30:29 UTC,research,CC-BY-ND,NA,NA,false
Aepyceros melampus melampus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Common Impala,https://www.inaturalist.org/observations/248151205,https://inaturalist-open-data.s3.amazonaws.com/photos/443328264/medium.jpeg,kyle_campbell1,248151205,Common Impala,Mammalia,147920,1,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:42 UTC,2024-10-30 20:30:38 UTC,research,CC-BY-ND,NA,NA,false
Equus quagga chapmani,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Chapman's Zebra,https://www.inaturalist.org/observations/248151201,https://inaturalist-open-data.s3.amazonaws.com/photos/443328044/medium.jpeg,kyle_campbell1,248151201,Chapman's Zebra,Mammalia,418151,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:42 UTC,2024-10-20 08:53:01 UTC,research,CC-BY-ND,NA,NA,false
Aepyceros melampus melampus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Common Impala,https://www.inaturalist.org/observations/248151200,https://inaturalist-open-data.s3.amazonaws.com/photos/443327993/medium.jpeg,kyle_campbell1,248151200,Common Impala,Mammalia,147920,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:41 UTC,2024-10-30 20:30:36 UTC,research,CC-BY-ND,NA,NA,false
Equus quagga,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Plains Zebra,https://www.inaturalist.org/observations/248151198,https://inaturalist-open-data.s3.amazonaws.com/photos/443327599/medium.jpeg,kyle_campbell1,248151198,Plains Zebra,Mammalia,43335,1,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:41 UTC,2024-10-20 08:53:17 UTC,research,CC-BY-ND,NA,NA,false
Tragelaphus strepsiceros strepsiceros,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Southern Greater Kudu,https://www.inaturalist.org/observations/248151193,https://inaturalist-open-data.s3.amazonaws.com/photos/443327448/medium.jpeg,kyle_campbell1,248151193,Kudu,Mammalia,524159,1,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:40 UTC,2024-10-24 20:05:35 UTC,research,CC-BY-ND,NA,NA,false
Tragelaphus strepsiceros strepsiceros,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Southern Greater Kudu,https://www.inaturalist.org/observations/248151192,https://inaturalist-open-data.s3.amazonaws.com/photos/443324647/medium.jpeg,kyle_campbell1,248151192,Kudu,Mammalia,524159,1,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:40 UTC,2024-10-24 20:05:37 UTC,research,CC-BY-ND,NA,NA,false
Equus quagga,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Plains Zebra,https://www.inaturalist.org/observations/248151191,https://inaturalist-open-data.s3.amazonaws.com/photos/443327618/medium.jpeg,kyle_campbell1,248151191,Plains Zebra,Mammalia,43335,0,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:40 UTC,2024-10-19 22:33:08 UTC,research,CC-BY-ND,NA,NA,false
Chlorocebus pygerythrus pygerythrus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Southern Vervet Monkey,https://www.inaturalist.org/observations/248151189,https://inaturalist-open-data.s3.amazonaws.com/photos/443327059/medium.jpeg,kyle_campbell1,248151189,Southern Vervet,Mammalia,566746,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:39 UTC,2024-10-20 08:53:48 UTC,research,CC-BY-ND,NA,NA,false
Raphicerus campestris campestris,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Southern Steenbuck,https://www.inaturalist.org/observations/248151188,https://inaturalist-open-data.s3.amazonaws.com/photos/443322771/medium.jpeg,kyle_campbell1,248151188,Southern Steenbuck,Mammalia,698704,1,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:39 UTC,2024-10-20 09:47:14 UTC,research,CC-BY-ND,NA,NA,false
Chlorocebus pygerythrus pygerythrus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Southern Vervet Monkey,https://www.inaturalist.org/observations/248151186,https://inaturalist-open-data.s3.amazonaws.com/photos/443327010/medium.jpeg,kyle_campbell1,248151186,Southern Vervet,Mammalia,566746,0,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:38 UTC,2024-10-19 22:32:59 UTC,research,CC-BY-ND,NA,NA,false
Connochaetes taurinus taurinus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Blue Wildebeest,https://www.inaturalist.org/observations/248151185,https://inaturalist-open-data.s3.amazonaws.com/photos/443322543/medium.jpeg,kyle_campbell1,248151185,Blue Wildebeest,Mammalia,528081,3,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:38 UTC,2024-10-30 20:42:27 UTC,research,CC-BY-ND,NA,NA,false
Aepyceros melampus melampus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Common Impala,https://www.inaturalist.org/observations/248151183,https://inaturalist-open-data.s3.amazonaws.com/photos/443326632/medium.jpeg,kyle_campbell1,248151183,Common Impala,Mammalia,147920,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:38 UTC,2024-10-30 20:30:36 UTC,research,CC-BY-ND,NA,NA,false
Connochaetes taurinus taurinus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Blue Wildebeest,https://www.inaturalist.org/observations/248151181,https://inaturalist-open-data.s3.amazonaws.com/photos/443322373/medium.jpeg,kyle_campbell1,248151181,Blue Wildebeest,Mammalia,528081,3,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:37 UTC,2024-10-30 20:42:13 UTC,research,CC-BY-ND,NA,NA,false
Tragelaphus sylvaticus sylvaticus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Cape Bushbuck,https://www.inaturalist.org/observations/248151180,https://inaturalist-open-data.s3.amazonaws.com/photos/443326687/medium.jpeg,kyle_campbell1,248151180,Cape Bushbuck,Mammalia,1431869,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:37 UTC,2024-10-20 12:41:05 UTC,research,CC-BY-ND,NA,NA,false
Aepyceros melampus melampus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Common Impala,https://www.inaturalist.org/observations/248151179,https://inaturalist-open-data.s3.amazonaws.com/photos/443322255/medium.jpeg,kyle_campbell1,248151179,Common Impala,Mammalia,147920,3,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:37 UTC,2024-10-30 20:30:35 UTC,research,CC-BY-ND,NA,NA,false
Aepyceros melampus melampus,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Common Impala,https://www.inaturalist.org/observations/248151177,https://inaturalist-open-data.s3.amazonaws.com/photos/443322142/medium.jpeg,kyle_campbell1,248151177,Common Impala,Mammalia,147920,3,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:37 UTC,2024-10-30 20:30:33 UTC,research,CC-BY-ND,NA,NA,false
Equus quagga chapmani,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Chapman's Zebra,https://www.inaturalist.org/observations/248151176,https://inaturalist-open-data.s3.amazonaws.com/photos/443326509/medium.jpeg,kyle_campbell1,248151176,Chapman's Zebra,Mammalia,418151,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:36 UTC,2024-10-20 12:30:50 UTC,research,CC-BY-ND,NA,NA,false
Equus quagga,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Plains Zebra,https://www.inaturalist.org/observations/248151164,https://inaturalist-open-data.s3.amazonaws.com/photos/443325456/medium.jpeg,kyle_campbell1,248151164,Plains Zebra,Mammalia,43335,1,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:34 UTC,2024-10-20 08:54:41 UTC,research,CC-BY-ND,NA,NA,false
Hippopotamus amphibius,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Common Hippopotamus,https://www.inaturalist.org/observations/248151163,https://inaturalist-open-data.s3.amazonaws.com/photos/443321426/medium.jpeg,kyle_campbell1,248151163,Common Hippopotamus,Mammalia,42149,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:33 UTC,2024-10-22 16:14:07 UTC,research,CC-BY-ND,NA,NA,false
Hippopotamus amphibius,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Common Hippopotamus,https://www.inaturalist.org/observations/248151162,https://inaturalist-open-data.s3.amazonaws.com/photos/443321326/medium.jpeg,kyle_campbell1,248151162,Common Hippopotamus,Mammalia,42149,3,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:33 UTC,2024-10-22 16:18:00 UTC,research,CC-BY-ND,NA,NA,false
Phacochoerus africanus sundevallii,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Southern Warthog,https://www.inaturalist.org/observations/248151161,https://inaturalist-open-data.s3.amazonaws.com/photos/443321264/medium.jpeg,kyle_campbell1,248151161,Southern Warthog,Mammalia,531646,1,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:33 UTC,2024-10-20 08:54:57 UTC,research,CC-BY-ND,NA,NA,false
Hippopotamus amphibius,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Common Hippopotamus,https://www.inaturalist.org/observations/248151159,https://inaturalist-open-data.s3.amazonaws.com/photos/443320927/medium.jpeg,kyle_campbell1,248151159,Common Hippopotamus,Mammalia,42149,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:32 UTC,2024-10-22 16:14:46 UTC,research,CC-BY-ND,NA,NA,false
Hippopotamus amphibius,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Common Hippopotamus,https://www.inaturalist.org/observations/248151158,https://inaturalist-open-data.s3.amazonaws.com/photos/443320833/medium.jpeg,kyle_campbell1,248151158,Common Hippopotamus,Mammalia,42149,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:32 UTC,2024-10-22 16:14:09 UTC,research,CC-BY-ND,NA,NA,false
Hippopotamus amphibius,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.005077968,31.4858048891,NA,Common Hippopotamus,https://www.inaturalist.org/observations/248151157,https://inaturalist-open-data.s3.amazonaws.com/photos/443320712/medium.jpeg,kyle_campbell1,248151157,Common Hippopotamus,Mammalia,42149,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:32 UTC,2024-10-22 16:18:02 UTC,research,CC-BY-ND,NA,NA,false
Equus quagga chapmani,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Chapman's Zebra,https://www.inaturalist.org/observations/248151154,https://inaturalist-open-data.s3.amazonaws.com/photos/443325377/medium.jpeg,kyle_campbell1,248151154,Chapman's Zebra,Mammalia,418151,3,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:31 UTC,2024-10-20 09:46:11 UTC,research,CC-BY-ND,NA,NA,false
Loxodonta africana,2024-10-17 00:00:00 +0200,NA,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-25.1025902149,31.4204324646,NA,Savanna Elephant,https://www.inaturalist.org/observations/248151152,https://inaturalist-open-data.s3.amazonaws.com/photos/443320431/medium.jpeg,kyle_campbell1,248151152,Savanna Elephant,Mammalia,43694,4,0,2024/10/17,2024-10-17,,Pretoria,2000,30003,NA,obscured,true,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:31 UTC,2024-10-22 16:02:54 UTC,research,CC-BY-ND,NA,NA,false
Giraffa giraffa giraffa,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Southern African Giraffe,https://www.inaturalist.org/observations/248151146,https://inaturalist-open-data.s3.amazonaws.com/photos/443324729/medium.jpeg,kyle_campbell1,248151146,Southern African Giraffe,Mammalia,1510582,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:30 UTC,2024-10-25 19:25:05 UTC,research,CC-BY-ND,NA,NA,false
Giraffa giraffa giraffa,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Southern African Giraffe,https://www.inaturalist.org/observations/248151145,https://inaturalist-open-data.s3.amazonaws.com/photos/443324687/medium.jpeg,kyle_campbell1,248151145,Southern African Giraffe,Mammalia,1510582,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:30 UTC,2024-10-25 19:25:05 UTC,research,CC-BY-ND,NA,NA,false
Tragelaphus strepsiceros strepsiceros,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Southern Greater Kudu,https://www.inaturalist.org/observations/248151144,https://inaturalist-open-data.s3.amazonaws.com/photos/443324213/medium.jpeg,kyle_campbell1,248151144,Kudu,Mammalia,524159,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:29 UTC,2024-10-24 20:05:44 UTC,research,CC-BY-ND,NA,NA,false
Giraffa giraffa giraffa,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Southern African Giraffe,https://www.inaturalist.org/observations/248151134,https://inaturalist-open-data.s3.amazonaws.com/photos/443324225/medium.jpeg,kyle_campbell1,248151134,Southern African Giraffe,Mammalia,1510582,3,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:26 UTC,2024-10-25 19:25:07 UTC,research,CC-BY-ND,NA,NA,false
Giraffa giraffa giraffa,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Southern African Giraffe,https://www.inaturalist.org/observations/248151133,https://inaturalist-open-data.s3.amazonaws.com/photos/443324238/medium.jpeg,kyle_campbell1,248151133,Southern African Giraffe,Mammalia,1510582,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:26 UTC,2024-10-25 19:25:08 UTC,research,CC-BY-ND,NA,NA,false
Giraffa giraffa giraffa,2024-10-17 00:00:00 +0200,NA,"Ehlanzeni District Municipality, South Africa",-25.0064781045,31.4779084658,NA,Southern African Giraffe,https://www.inaturalist.org/observations/248151132,https://inaturalist-open-data.s3.amazonaws.com/photos/443323808/medium.jpeg,kyle_campbell1,248151132,Southern African Giraffe,Mammalia,1510582,2,0,2024/10/17,2024-10-17,,Pretoria,2000,2000,NA,open,false,NA,NA,5171908,Kyle Campbell,2024-10-19 21:39:26 UTC,2024-10-25 19:25:10 UTC,research,CC-BY-ND,NA,NA,false
